   ID74,1790,Curious Advertisement From the Pittsburgh Gazette Pittsburgh Dec. 23 1789. JULY the twenty-seventh day My wife Betsey ran away From bed and board–and this did say She would no longer with me stay. Since she has left me without cause I'll give her time enough to pause. That she may see her grievous error When I live happy with a fairer. So I forewarn both great and small To trust her any thing at all For of her contracts from this day One farthing's worth I will not pay. Dennis O'Bryan 
   ID76,1790,On Tuesday afternoon the six Cherokee Chiefs visited the Cathedral of St. Paul's which they explain with an equal degree of curiosity and amazement. They were asked whether they would not attend the evening service which they readily complied and seemed particularly delighted with the organ. The Cherokee Chiefs having made us an offer of 20000 men gratitude obliges us to make them some acknowledgement whether we accept their offer or not.–We can very well spare them the members of the Halter Club–all our housebreakers highwaymen pick pockets swindlers Faro and E O Table keepers–and all their accomplices to an amazing number. Such a collection would be a truly valuable present.–Among them are found dispersedly all the qualities of able Generals–skilful Financiers –able Negotiators active Citizens–and men highly expert at a Coup de Main. Were we to add the Pugilistic tribe–the Cherokee Chiefs might on their return to their own country enter into a boxing war against their enemies–with a certainty of the most brilliant success. Trading Justices and Lawyers they would perhaps be glad to have ; and it is the opinion of most people that a few thousands of the latter description of men might be spared. 
   ID84,1790,The Indian ships lately returned from Madras and Bengal gives unfavourable accounts of all the branches of commerce except that of matrimony which has succeeded wonderfully in the last female exportations. Out of eleven ladies who embarked on a marriage venture on board the Chesterfield Captain Burgess nine were connubially linked to weakly husbands within three months after their arrival and the other two were left in a way to complete this fortunate band of hymeneal adventu- rers. 
   ID326,1790,New York August 4. On Monday the 12th ult. there was a violent tempest at Leominster Massachusetts attended with hail which was of such a size and fell with such velocity that the stoutest Indian corn was beaten into shreds–vast quantities of apples were beaten from the trees–not only the fruit but the trees received great injury the bark being broken from their limbs; the windows broken in the house and the fences renewed such impressions as to be discovered at 90 yards distance. Many of the hailstones were as large as hens eggs–the common size was a little more than an inch in diameter. Twenty-give hours after it fell banks of it were measured at the foot of a hill and found to be 20 inches deep. The Saturday following great damage was ??? by hail at Shrewsbury country of Worcesster. August 15. On Sunday the 25th July a violent hail storm commenced a few miles to the westward of Wilmington Delaware which did great damage to many fields of grain and blew down in many places an immense quantity of timber. The hail in this storm was of an extraordinary appearance; part of it being about two inches long and of a very considerable circumference. On Saturday the 1st inst. arrived at Wilmington Delaware the brig Maria Capt. fort from Londonderry with 200 passengers. On the 4th inst. arrived at Philadelphia the Happy Return Capt. Ewing in 8 weeks from Londonderry brought 340 passengers in good health: Capt. Ewing parted near the Capes of Delaware with the ship Sally Capt. Miller with passengers from Londonderry for that port also. Pennsylvania July 21. Last Sunday evening Mr. John Garrison son of William Garrison of Newbury township in this county was killed by lightning in his own house. The lightning struck in at the gable and just at the instant that Mr. Garrison was in the centre of the floor walking towards the window; his brother was standing within two yards of him when he fell but providentially received not the smallest hurt. We also learn that Patrick M'Sherry of Little's-town in this county had two cows killed by lightning the same evening. New London July 30. A slight shock of an earthquake was fel tin this and the neighhbouring towns on Sunday morning last about thirty minutes past five o'clock. Middletown July 25. About five o'clock this morning a noise was heard that seemed to pass over this city which is thought to have come from a north-westerly direction and proceeded to a south-easterly one. The noise was equal to loud heavy thunder and the commotion occasioned by it very sensible in the shaking of houses but no damage was done.– The Tuesday preceding about six or seven miles to the southward of this place a similar but heavier noise was heard attended with the like commotion. Extract of a letter from Dartmouth (Connecticut) July 26. Some days ago a house near the college was struck by lightning and a child therein killed. Since that a woman was killed by the same means in Cornish a town adjoining Dartmouth as she sat in her house at work. Later still at Hampton in New York state a yoke of oxen were killed both by one flash of lightning.–From what reason we cannot tell but the lightning has been peculiarly destructive in many of our settle ments during the present summer. It would aphowever that nature is willing to repair those losses; accounts having just come to hand that on last Monday morning a woman in FPlainfield was safely delivered of four girls at a???; one of whom died the night following the rest likely to do well. Saturday at a tavern near the market the following specimen of gormandising was??? ed :–A person not for any bet or without any other inducement than the craving of the stomacheat at one meal a shoulder of roast lamb 3 slices of bacon three quarters of a pound of cheese 15 large cucumbers one half of an 8d wheat loaf a plate of cold potatoes and drank a quarter of cider. 
   ID345,1790,NOOTKA SOUND. The circumstances of thetrade and situation of this part of North America being a matter of such general conversation and great public moment we are particularly happy in being enabled to give some further account of the transactions that have happened at Nootka Sounds as well as to point out the advantages that were likely to be extended to other places by the means of this trade. It is necessary to remark that the skin of the sea otter is worn only in the Northern regions of China. Its fur though beautiful and magnificent is too heavy for the sultry atmosphere of the Southern Provinces. Pekin is therefore the proper mart for this valuable commodity and in this immense city the consumption is so great that the produce of the voyage meets and immediate sale. The Mandarins of the Court and even the Emperor himself are fond of wearing this costly fur. To a citizen of common rank a sea otter's collar to his vestment is a luxury. The natives of the North West Coast of Ameerica set so great a value on woollens of all kinds that all the blankets cloths hats and stockings that could be procured in China if English manufacture were sold to the Indians with whose Chiefs treaties of commerce had been formed. An act of cruelty committed by an officer of the Spanish Admiral Martiney's ship deserves to be recorded. The Spaniards discovering that Callicum a Chief second in authority at Nootka Sound was in alliance with the English he was shot through the heart in the month of June 1789.?The wife of Callicum with an infant child escaped but not till wounded. Macquilla the Chief first in command retired at the head of the allies of England from Nootka Sound and to avoid the cruelty of the Spaniards they fled to distant parts. Such of the natives as they could seize the Spaniards condemned to work as slaves on their fortifications. At this period it was in the contemplation of the Spaniards to seize the Sandwich Islands with a view to deprive British ships of refreshments. And we further add on authority that amounts nearly to demonstration that on the very lands purchased from the Nootka Chief by Captain Mears the Spaniards have already opened valuable mines. Another object of this enterprise wasto supply the markets of Kamschatka and other ports belonging to the Russians with the teas and other produce of China. This promised to be an invaluable channel of commerce as the Chinese have shut their ports against the Russians who On this voyage of discovery and experiment one of our ships sailed and disposed of her cargo but was unfortunately lost on her return to China. To these curious particulars we add with a patriot joy that the consumption of the glorious staple of England her broad cloths is astonishingly great in Japan and China: British hard ware &c. is also in great request. From the friendship of Tiara to Captain Mears ships which touch at the Sandwich islands may depend on the utmost attention and civility. This Prince is six feet 4 1/2 inches high of proportionate bulk. 
   ID330,1791,New-York Oct. 11. We are informed that the census of Philadelphia is completed and that the city is found to contain fifty three thousand inhabitants. A Petersburgh (Virginia) paper of the 30th ult. informs the public of that state that a serious petition is now drawing up to be presented to the next congress stating arguments in favour of polygamy from the plain principles of reason; and praying that a man may legally marry two wives. This it is thought will be the most effectual means to extirpate the numerous race of old maids and increase the population of the United States. The petition is to be presented by a gentleman residing at Cabin Point. Oct 12. In one of the Charleston papers of the 16th ult. appears the epistle from the yearly meeting of the Quakers in London to the friends in Great Britain Ireland and America. It is remarkable that in the re-publication of this episstle in the Carolina paper the whole paragraph relative to theslave trade and negro slavery is omitted. Oct. 13. The ship Betsy Rook arrived on the 6th instant at Wilmington Delaware from Londonderry in Ireland. This vessel brought in a large number of Irish emigrants some of them people of property; who weary of the patronage of their old tutelar saint St. Patrick have come to settle themselves and their posterity in America under the more liberal auspices of St. Tammany. The following letter was written from a young heir to the Probate Judge–Sir–My father departed this life not long hence and has left a widow and five scorpions. I understand he died deetested and made me executioner but as the estate is like to prove insolent I was told that as you was Judge of reprobates you must send me a letter of condemnation. And as in duty bound ??? ??? pray &c. Extract of a letter from a gentleman in the county of Lincoln Massachusets dated Sept. 14. We have had a very wet season here since you went from us and the grass hoppers are innumerable; they have eat up all the gardens and all the grass; of course as the natural consequences we have no milk neither shall we have any beef or butter this season; the corn has also suffered very much from those insects Extract of a letter from Banbury (Georgia) Sept. 20 A firm peace being now to all appearance secured between the United States and the Creek Indians we may reasonable expect that the state of Georgia will soon begin to feel the good effects. The immediate beneficial consequences are already at this moment taking place. The vast tracts of fertile lands on both sides of the Altamahaw river are rapidly rising in value and nothing is wanting here (to compensate for the scarcity of slaves) but a hardy and industrious race of men who instead of being mere lookers on in quality of overseers and drivers would condescend to put their own hand to the axe or grubbing hoe and make this extensive territory one of the most desirable in the habitable world. The country round Sapola Sound and the mouth of Altamahaw is one of the most beautiful you can imagineabounding with everything that can make life comfortable besides an excellent navigation and easy bar at the north end of Sapola with rather more water than that of Charleston. Several vessels are hourly looked for from France (one in particular of 800 tons from Bourdeaux) to load with live oak ship timber and ??? in the river of St. Mary's. Extract of a letter from Hampton (Virginia) Sept. 25. There are two articles produced in the greatest abundance on different parts adjoining James river the exportations of which in the opinion of rational men ought to be considered as of the greatest importance to this state. These articles are coals and clays for the several colours of paint which may be had in any quantity and may be afforded at moderate prices. The mines of coal from every discovery we have been able to make are inexhaustible; all the samples however that you have yet seen are mere pickings up on the surface and there is reason to believe that the deeper we shall descend the better will be the quality of the coal. When once a company can be estblished with funds sufficient to take this matter in hand there is no doubt but that we can supply the different capital of the United States with coal equally good with that from Europe and at a much a more moderate price than that frequently brought. As to our paints there are none better in the world and in quantity when manufactured. Several gentlemen in the country up the river of property and enterprize are beginning to turn their attention to these branches; and with all submissions to our legislature it is thought that these two articles are by no means objects beneath their attention. Extract of a letter from Charleston Sept. 27. On Sunday last weas launched at Mr. Pri?chard's ship yard Hubcaw a fine new brig calculated to carry 700 barrels of rice the property of Mr. Hary Grant and is to be called the Pringle. A number of spectators collected from the city to view the pleasing sight with which they were no less delighted than with the liberal en tertainment and polite attention of Mr. O???. Boston Sept. 28. Yesterday sailed from this port the ship Columbia Capt. Robert Gray on a circum navigation voyage to the North-West coast of America.–This is the second voyage the Columbia has made to our coast–too much praise cannot be given to the gentlemen owners of the ship for their exertion in extending the commerce of America. The native of??? has returned to the place of its nativity. Dr. FRANKLIN Never declare yourself the author of a??? without being beyond doubt certain of??? was the Doctor's advice. He generally enforced his percepts by giving an example. I had been with a number of my acquaintance taking the diversion of a dance at an inn. The fiddler stepped out to get some refreshment. the tavern keeper came in and advised us in a very warm manner to make a collection for the fiddler who had been scraping his cat gut several hours in our service; we apparently agreed and he well pleased with the success of his persuasion went for his hat to collect what we were willing to give. We took up an old newspaper tore it into small pieces which we carefully folded and put into our pockets. The tavern keeper goes round the room and we very gravely drop our paper in his hat. The fiddler returns and the landlord with a cheerful face and an air of self approbation boasts of what he had been doing for him; It was I persuaded them to make the collection I made them give I went round to every one and see what I have got. If it had not been for me–the fiddler examines his prize and discovers the cheat–he vents all his anger upon the poor landlord's shoulders who thus suffered for proclaiming himself the author of a project before its success was fully ascertained. 
   ID349,1791,Norfolk April 11. This day arrived the ship Albion John Simmons master in 47 days from Rotterdam; on the 8th lying to in a heavy gale of wind the Albion shipped a sea which carried away all her boats and every loose article from the deck; there were three men of the watch one of whom is washed overboard and perished– his name is John M'Naught and belonged to Greenock. Extract of a letter from a gentleman at the falls of the Ohio to his relation inWinchester Virginia. dated April 13 1791. I wrote to you from Fort Pitt which place we left the 3d. inst. in company with two other boats and proceeded to Limestone without meeting or apprehending danger–at that place we were informed of several disasters which had befallen boats going down the river and one to a boat going up to a French station loaded with bacon butter &c. The particulars relative to the latter are as follow–The boat was attacked by about 60 or 70 Indians and the flankets that were on shore as a guard were fired on by them. –Immediately after firing they gave the Indian whoop and rushing on the flankets scalped them every one (about 22)– they then fired at the boat but did no damage as it required some time to make their way into the river. After the savages had executed this terrible act of barbarity they continued on the river watching for other boats. In the course of about six days five or six boats happened to come down the river–the savages attacked the foremost of them in which were two young ladies of the name Macdonald a young gentleman and some others passengers and took it. Elevated with this easy capture they imagined themselves capable of taking every boat they might fall in with–In a little time a second boat hove in fight which they attacked with great fury–they were in three canoes each canoe containing about twenty–they moved towards the boat as it came down and commenced firing; after discharging their guns they retreated loading and came on a second time fired and repeated nine different times; as often as they come on there was a brisk firing kept up from the boat which contained nine fighting men;– during the conflict two were killed and five wounded; two only remained to protect the boat and prevent the Indians from boarding it which every appearance of their conduct plainly indicated–These two brave fellows exerted themselves in a peculiar manner–on a near approach of the ??? they threw billets of wood at them and one of them took up an ax as a weapon of defence should they persist in boarding which the Indians perceiving and as is supposed their ammunition being expended they retreated without accomplishing their object. These inhuman monsters previous to their attacking the last mentioned boat placed the two young ladies in front of their canoes in which situation they were both killed. A few days after this transaction they fired at another boat and killed one young man. In short every boat tat has gone down the river lately has been fired at except our's. We saw no Indians; the places where the above depredation happened we passed in the night. Boston May 4. It is supposed that the adventures of the town of Boston lost 25000 dollars in the late lottery; besides 'wear and tear' of conscience. Salem May 31. His excellency our worthy overnor perceiving with his usual discernment that Lotteries have a tendency to withdraw the people's attention from industry the only certain source of wealth and prosperity; and also that they operate as a??? ??? ??? ??? ??? and embarrassed being??? the ??? a venturers; suggests in??? ??? the Legislature the propriety of discontinuing this mode of raising money. The states of Connecticut and New Hampshire have passed laws prohibiting the sale of lottery tickets of other states in their states. Bennington May 30. A gentleman from the northward informs that the part at the British post lately holden in this state has recently been recalled. Baltimore May 27. Colonel Jacob Webb and Captain Miller formerly of Stamford in Concecticut Mr. John Carmel of Philadelphia merchant and several other gentlemen with a negro boy were drowned on the 9th of March last in St. Mary's river (Georgia) occasioned by the oversetting of a boat in a sudden flaw of wind. Boston May 25. On Friday last the venerable Mr. John Simonds of Salem entered the one hundredth year of his age. He is the only male person who has arrived at that great age from the first settlement of the town by the English in 1629 to the present day. New York June 9. General Washington on his tour to the Southern Sates landed at Charlestown South Carolina in a barge decorated for the purpose with colours and pendants and rowed by twelve American Captains and a Cockswain all dressed in blue silk jackets black silk breeches white stockings and blue roses to their shoes. They had likewife hold laced hats; with silk bandeaus with the motto Long live the President. An immense number of people assembled near the Quay and on board the vessels in the river which as well as works saluted him with several discharges of artillery. The day was afterwards devoted to conviviality–The lodge of St. John addressed his Excellency as follows:– Right Worshipful Sir We the Master Officers and Members of St. John's Lodge No. 2 of Newbern beg leave to hail you welcome with three times three ! We approach you not with the language works have proved you to be the true and faithful Brother the skilful and expert Craftsmen the just and upright Man. But the powers of eloquence are too feeble to express with sufficient energy the cordial warmth with which our bosoms glow towards you–We therefore most frevently wish–more ardently and devoutly pray that the Providence of the Most High may strengthen establish and protect you in your walk through life–and when you are called off from your terrestrial labours by command of our divine grand master and your operations sealed with the mark of his approbation may your soul be everlastingly refreshed with the streams of living water which flow from the right hand of God. And when the Supreme Architect of all world's shall collect his most precious jewels as ornaments of the Celestial Jerusalem–may you eternally shine among those of the brightest lustre. To which the President returned the following answer:– Gentlemen I receive the cordial welcome which you are pleased to give me with sincere gratitude. My best ambition having aimed at the unbiassed approbation of my fellow citizens it is peculiarly pleasing to find my conduct so affectionately approved by a fraternity whose association is founded on justice and benevolence. In reciprocating the kind wishes contained in your address be persuaded that I offer a sincere prayer for your present and future happiness. George-Town. April 30. Yesterday morning about one or two o'clock the ship Termagant belonging to the house of Messrs. Claggen lying in the stream opposite this town was discovered on fire. The inhabitants of the town and the seamen in the harbour speedily collected but on account of a quantity of powder that was on board the efforts that otherwise would have been exerted to extinguish the flames were withholden. The first soon communicated itself to the powder; and the explosion was so severe as sensibly to shake mot of the houses in the town. The cinders and pieces of the ship were flying in every direction and it and it was with the greatest difficulty that in counting store and dwelling houses on the water side were prevented from sharing a similar fate with the ship. The extensive tobacco trade warehouse the property of Francis and Charles Loundes situated at some distance from the water wherein upwards of1000 hogsheads of tobacco were stored was several times in different places on fire ut happily extinguished without sustaining much damage. The loss occasioned by this alarming element must be great indeed as the ship was large and nearly new; besides there were goods to a considerable amount and a pretty large sum of money on board of her: all of which (excepting a part of the money which has since been found) was destroyed. We are informed that this accident proceeded from the steward's falling to sleep and leaving a candle burning in the cabbin which by some means or other set fire to the sails that were stowed there. It had got far advanced before it was discovered. Providentially no lives were lost. Pittsburgh May 21. A letter received in this town on Sunday last from Lieut. Jeffers at Fort Franklin mentions that an Indian had arrived there who brought him intelligence that 300 warriors of the Chippawa and other nations had set out for war and that they were determined to strike on the Allegheny or Ohio near Petersburgh; that 1000 men were preparing but their destination was not known. 
   ID89,1792,Longevity. –At Taconey a small village about seven miles from Philadelphia there is now living a shoemaker of the name of Robert Glen who in December last attained the great age of one hun - dred and fourteen years. Scotland was the place of his nativity; he remembers having seen King William III. and was present at the two succeeding coronations. Neither his memory nor his sight are in the least impaired; and such is his strength that after working all the week at his profession he regularly walks on Sunday to Philadelphia and back. His third wife is now living and is not more than thirty years old. 
   ID332,1792,Col. Alexander MacGillivray the celebrated Chief of the Creek Nations and an Ally of the United States died lately in the Creek territories. He passed most of his life in the remote parts of America. By his regulations the Indians have been very much civilized. His death has occasioned universal regret among his people. 
   ID354,1792,Extract of a letter from Luxene County. On Saturday the 1st of July I left Tioga point near the middle of the day; about half after one o'clock P. M. a shower appeared to be rising from the north west and I had scarcely time to take shelter in the house of Obadiah Gore Esq; at Sheshequen before the storm came on attended with heavy thunder and lightening and a violent gale of wind with rain. The storm continued up wards of half an hour during which time to see the tumbling of timber during the storm was surprising. After it abated I continued on my journey but found it very difficult travelling in many places the road being blocked up by the falling of timber. I reached Wilksbarree on Wednesday. It appears that the storm extended through the country and at the same hour of the day blew more violent in some places than others. At Exeeter about nine miles from Wilksbarrie a level plain loaded with pitch pine timber was swept of its timber; scarce a tree left for more than a mile in length and three fourths of a mile wide being either torn up by the roots or twisted off leaving their stumps from 5 to 30 feet high. A number of buildings in different parts of the country stript of their roofs and otherways damaged–fences in many place removed and many fields of corn others grain and flax laid level with the earth–cattle killed by the falling of timber in every part of the country. A Mr. –Lot who lived at Mahooper about 35 miles from Wilksbarre whose family consisted of his wife and a number of children– he with his wife being absent children seeing themselves in danger in the house left it at the instant a large tree was falling; the tree reached them a small distance from the door and a girl about eleven years of age was crushed to pieces about expired instantly. One of the other children had a thigh and both arms broke another badly wounded in the head–these two it is feared has received the fatal blow two other slightly wounded. Extract of a letter from Richmond Virginia dated July 28. By accounts from Kentucky we are informed that about the 1st of this month a party of Indians appeared near Frankfort and took a great number of horses and negroes. Col. M'Dowell with 300 men pursued them to the Ohio; but not falling in with them he crossed the river leaving 100 men to take care of his horses; after marching about 12 or 15 miles overtook a large party when a severe engagement ensued but being overpowered by numbers was obliged to retreat. He then sent for the men left behind and came up with the Indians the next day and after engaging some time obliged them to make a precipitate retreat. Col. M'Dowell took six Indian warriors two Englishmen and a Frenchman from Detroit and all the negroes and horses. Newtown June 27. On the 13th instant the meeting house in Newtown was removed about eight rods the removal was effected in one hour and an half after previous preparations for the purpose had been made. The house is between 70 and 80 feet long and about 50 feet wide with a steeple at one end; the whole of which was removed entire with the least injury to any part. 
   ID93,1793,Petersburgh May 10. There now resides in the neighbourhood of Prince Edward Court-house a person of the name Mr John Hollaway; this man was a soldier at taking Port Mabon Gibraltor and Vigo was 32 years of age at the coronation of Queen Anne in the year of the Duke of Marlborough and Duke of Ormond. He left England in the year 1714 the day after the coronation of George I. and arrived in Virginia a few weeks after that event. From these circumstances he is at this time 124 years of age appears to enjoy good spirits and sings a song with strength of voice and distinct [??]culation. This man's life also furnishes an extraordinary ???; at the age of 67 he married a person aged [??] by whom he had issue a son now alive aged [??] and where the father now lives. 
